Customer ID,Recency,Frequency,Monetary,Country,Churn,AvgOrderValue,Country_grp
12102.0,583,1,34.769999999999996,United Kingdom,1,34.769999999999996,United Kingdom
12103.0,285,1,1480.57,United Kingdom,1,1480.57,United Kingdom
12104.0,220,2,520.47,United Kingdom,1,260.235,United Kingdom
12105.0,138,1,1516.1799999999998,United Kingdom,0,1516.1799999999998,United Kingdom
12106.0,229,1,276.12,Australia,1,276.12,Australia
12107.0,656,1,361.13000000000005,United Kingdom,1,361.13000000000005,United Kingdom
12108.0,2,1,468.0,Germany,0,468.0,Germany
12110.0,237,2,690.75,United Kingdom,1,345.375,United Kingdom
12111.0,606,1,377.16,United Kingdom,1,377.16,United Kingdom
12112.0,0,2,759.27,France,0,379.635,France
12113.0,36,1,359.48,United Kingdom,0,359.48,United Kingdom
12114.0,200,2,2450.95,United Kingdom,1,1225.475,United Kingdom
12115.0,722,1,244.7,United Kingdom,1,244.7,United Kingdom
12116.0,726,1,191.20000000000002,United Kingdom,1,191.20000000000002,United Kingdom
12117.0,380,4,2304.23,United Kingdom,1,576.0575,United Kingdom
12118.0,107,5,3895.5200000000004,United Kingdom,0,779.104,United Kingdom
12119.0,718,1,814.66,United Kingdom,1,814.66,United Kingdom
12120.0,35,4,1629.94,France,0,407.485,France
12121.0,61,4,2190.51,United Kingdom,0,547.6275,United Kingdom
12122.0,325,1,433.2,United Kingdom,1,433.2,United Kingdom
12123.0,155,1,539.0,Spain,0,539.0,Other
12126.0,99,2,2556.3999999999996,United Kingdom,0,1278.1999999999998,United Kingdom
12127.0,205,2,1858.4500000000003,United Kingdom,1,929.2250000000001,United Kingdom
12129.0,673,1,218.52,United Kingdom,1,218.52,United Kingdom
12130.0,51,2,1768.38,United Kingdom,0,884.19,United Kingdom
12131.0,559,1,1045.8,United Kingdom,1,1045.8,United Kingdom
12132.0,326,4,2356.06,United Kingdom,1,589.015,United Kingdom
12133.0,0,2,2128.0400000000004,Netherlands,0,1064.0200000000002,Netherlands
12134.0,623,1,1638.75,United Kingdom,1,1638.75,United Kingdom
12135.0,166,3,2184.73,United Kingdom,0,728.2433333333333,United Kingdom
12136.0,72,1,7.31,United Kingdom,0,7.31,United Kingdom
12138.0,564,1,170.64000000000001,France,1,170.64000000000001,France
12139.0,327,2,33.78,United Kingdom,1,16.89,United Kingdom
12141.0,159,1,1520.75,United Kingdom,0,1520.75,United Kingdom
12145.0,664,1,1176.3,United Kingdom,1,1176.3,United Kingdom
12146.0,57,1,282.0,Germany,0,282.0,Germany
12147.0,699,1,862.92,United Kingdom,1,862.92,United Kingdom
12148.0,61,3,2102.32,Australia,0,700.7733333333334,Australia
12149.0,337,1,1008.0,United Kingdom,1,1008.0,United Kingdom
12151.0,695,1,239.52,Spain,1,239.52,Other
12153.0,368,1,749.9399999999999,Netherlands,1,749.9399999999999,Netherlands
12154.0,42,2,924.0799999999999,United Kingdom,0,462.03999999999996,United Kingdom
12155.0,76,2,4033.34,United Kingdom,0,2016.67,United Kingdom
12157.0,106,1,380.32,United Kingdom,0,380.32,United Kingdom
12158.0,132,1,22.71,United Kingdom,0,22.71,United Kingdom
12159.0,206,1,1181.25,United Kingdom,1,1181.25,United Kingdom
12160.0,321,2,3355.83,United Kingdom,1,1677.915,United Kingdom
12162.0,1,3,1488.34,United Kingdom,0,496.1133333333333,United Kingdom
12163.0,103,1,791.7,United Kingdom,0,791.7,United Kingdom
12164.0,7,4,4910.530000000001,United Kingdom,0,1227.6325000000002,United Kingdom
12165.0,84,2,1138.2,United Kingdom,0,569.1,United Kingdom
12166.0,274,1,631.9,United Kingdom,1,631.9,United Kingdom
12167.0,349,2,680.22,United Kingdom,1,340.11,United Kingdom
12168.0,269,2,491.18999999999994,Australia,1,245.59499999999997,Australia
12170.0,485,2,593.3499999999999,Germany,1,296.67499999999995,Germany
12171.0,534,1,179.25,United Kingdom,1,179.25,United Kingdom
12172.0,198,1,156.04,United Kingdom,1,156.04,United Kingdom
12174.0,123,2,1420.4199999999998,United Kingdom,0,710.2099999999999,United Kingdom
12175.0,112,2,2014.0900000000001,United Kingdom,0,1007.0450000000001,United Kingdom
12177.0,521,2,2096.82,Netherlands,1,1048.41,Netherlands
12178.0,378,1,582.12,United Kingdom,1,582.12,United Kingdom
12180.0,309,2,852.08,United Kingdom,1,426.04,United Kingdom
12181.0,414,2,1749.3000000000002,United Kingdom,1,874.6500000000001,United Kingdom
12182.0,431,1,137.22,Germany,1,137.22,Germany
12184.0,228,1,632.5,United Kingdom,1,632.5,United Kingdom
12185.0,168,3,1516.62,United Kingdom,0,505.53999999999996,United Kingdom
12186.0,103,1,2021.3000000000002,United Kingdom,0,2021.3000000000002,United Kingdom
12187.0,145,1,113.67999999999999,United Kingdom,0,113.67999999999999,United Kingdom
12188.0,7,2,1423.44,Germany,0,711.72,Germany
12189.0,293,1,1052.16,United Kingdom,1,1052.16,United Kingdom
12190.0,381,1,2134.52,United Kingdom,1,2134.52,United Kingdom
12192.0,182,2,1616.1,United Kingdom,1,808.05,United Kingdom
12193.0,282,1,962.28,United Kingdom,1,962.28,United Kingdom
12194.0,499,1,1079.5,United Kingdom,1,1079.5,United Kingdom
12195.0,428,2,357.85999999999996,United Kingdom,1,178.92999999999998,United Kingdom
12196.0,131,2,1277.47,United Kingdom,0,638.735,United Kingdom
12199.0,335,2,29.580000000000002,United Kingdom,1,14.790000000000001,United Kingdom
12200.0,532,1,1361.36,Spain,1,1361.36,Other
12201.0,307,3,1367.5,United Kingdom,1,455.8333333333333,United Kingdom
12204.0,244,3,1823.67,United Kingdom,1,607.89,United Kingdom
12205.0,598,1,147.42,United Kingdom,1,147.42,United Kingdom
12207.0,570,1,390.39000000000004,United Kingdom,1,390.39000000000004,United Kingdom
12208.0,328,2,1975.6599999999999,Germany,1,987.8299999999999,Germany
12209.0,696,1,228.69,France,1,228.69,France
12210.0,60,1,850.98,United Kingdom,0,850.98,United Kingdom
12211.0,109,4,2282.08,France,0,570.52,France
12212.0,150,2,549.36,United Kingdom,0,274.68,United Kingdom
12215.0,529,1,88.78,United Kingdom,1,88.78,United Kingdom
12216.0,33,1,1194.13,United Kingdom,0,1194.13,United Kingdom
12218.0,350,2,423.96000000000004,Germany,1,211.98000000000002,Germany
12220.0,76,2,1769.1699999999998,United Kingdom,0,884.5849999999999,United Kingdom
12221.0,464,2,657.86,United Kingdom,1,328.93,United Kingdom
12222.0,342,2,998.6699999999998,United Kingdom,1,499.3349999999999,United Kingdom
12224.0,14,3,1161.7000000000003,United Kingdom,0,387.2333333333334,United Kingdom
12225.0,455,1,1102.14,United Kingdom,1,1102.14,United Kingdom
12226.0,381,3,1623.3300000000002,United Kingdom,1,541.11,United Kingdom
12227.0,81,3,737.18,United Kingdom,0,245.72666666666666,United Kingdom
12228.0,295,2,1041.32,United Kingdom,1,520.66,United Kingdom
12229.0,133,4,2418.85,United Kingdom,0,604.7125,United Kingdom
12230.0,19,5,2179.08,United Kingdom,0,435.816,United Kingdom
12231.0,650,1,52.5,United Kingdom,1,52.5,United Kingdom
12232.0,119,1,1764.72,United Kingdom,0,1764.72,United Kingdom
12234.0,567,2,569.61,United Kingdom,1,284.805,United Kingdom
12237.0,252,1,1434.51,United Kingdom,1,1434.51,United Kingdom
12238.0,231,3,2132.24,United Kingdom,1,710.7466666666666,United Kingdom
12239.0,159,3,1391.8400000000001,United Kingdom,0,463.9466666666667,United Kingdom
12240.0,304,1,455.70000000000005,United Kingdom,1,455.70000000000005,United Kingdom
12241.0,331,2,2438.76,United Kingdom,1,1219.38,United Kingdom
12243.0,61,2,1926.3600000000001,France,0,963.1800000000001,France
12244.0,233,1,645.8399999999999,United Kingdom,1,645.8399999999999,United Kingdom
12245.0,47,2,228.27999999999997,Australia,0,114.13999999999999,Australia
12247.0,115,1,604.44,United Kingdom,0,604.44,United Kingdom
12248.0,536,2,295.2,Germany,1,147.6,Germany
12249.0,99,3,1946.86,United Kingdom,0,648.9533333333333,United Kingdom
12254.0,132,2,3295.7599999999998,United Kingdom,0,1647.8799999999999,United Kingdom
12255.0,157,1,800.82,United Kingdom,0,800.82,United Kingdom
12256.0,4,3,2186.44,United Kingdom,0,728.8133333333334,United Kingdom
12258.0,102,4,1834.9399999999998,United Kingdom,0,458.73499999999996,United Kingdom
12259.0,25,5,1520.65,United Kingdom,0,304.13,United Kingdom
12260.0,327,2,1599.1799999999998,Netherlands,1,799.5899999999999,Netherlands
12263.0,317,2,1481.6000000000001,United Kingdom,1,740.8000000000001,United Kingdom
12264.0,556,1,673.9200000000001,Germany,1,673.9200000000001,Germany
12265.0,553,1,259.70000000000005,Germany,1,259.70000000000005,Germany
12266.0,254,2,1916.7799999999997,Netherlands,1,958.3899999999999,Netherlands
12267.0,459,2,1131.6,United Kingdom,1,565.8,United Kingdom
12268.0,632,2,336.0,United Kingdom,1,168.0,United Kingdom
12269.0,383,2,1576.6799999999998,United Kingdom,1,788.3399999999999,United Kingdom
12272.0,106,2,623.5500000000001,France,0,311.77500000000003,France
12274.0,205,2,2112.62,United Kingdom,1,1056.31,United Kingdom
12275.0,197,1,1281.0,Netherlands,1,1281.0,Netherlands
12276.0,689,1,839.79,United Kingdom,1,839.79,United Kingdom
12277.0,640,1,33.44,United Kingdom,1,33.44,United Kingdom
12278.0,119,2,716.48,United Kingdom,0,358.24,United Kingdom
12279.0,252,1,214.20000000000002,United Kingdom,1,214.20000000000002,United Kingdom
12280.0,168,1,875.76,United Kingdom,0,875.76,United Kingdom
12282.0,409,1,297.48,United Kingdom,1,297.48,United Kingdom
12283.0,426,1,734.76,United Kingdom,1,734.76,United Kingdom
12284.0,28,3,1317.05,United Kingdom,0,439.01666666666665,United Kingdom
12285.0,477,1,999.99,United Kingdom,1,999.99,United Kingdom
12288.0,174,1,84.07,United Kingdom,0,84.07,United Kingdom
12290.0,382,2,1179.03,United Kingdom,1,589.515,United Kingdom
12291.0,528,1,2038.08,United Kingdom,1,2038.08,United Kingdom
12292.0,157,1,92.51,United Kingdom,0,92.51,United Kingdom
12293.0,477,2,790.7,Germany,1,395.35,Germany
12294.0,575,1,405.62,United Kingdom,1,405.62,United Kingdom
12295.0,7,4,2576.38,United Kingdom,0,644.095,United Kingdom
12296.0,249,2,837.9,United Kingdom,1,418.95,United Kingdom
12298.0,523,2,1289.7399999999998,Germany,1,644.8699999999999,Germany
12299.0,370,1,342.20000000000005,United Kingdom,1,342.20000000000005,United Kingdom
12301.0,664,1,46.800000000000004,United Kingdom,1,46.800000000000004,United Kingdom
12302.0,130,2,1323.21,France,0,661.605,France
12303.0,201,2,985.95,United Kingdom,1,492.975,United Kingdom
12305.0,12,2,965.2,United Kingdom,0,482.6,United Kingdom
12306.0,101,2,850.64,Germany,0,425.32,Germany
12307.0,709,1,536.64,United Kingdom,1,536.64,United Kingdom
12308.0,512,2,708.63,United Kingdom,1,354.315,United Kingdom
12309.0,389,2,710.0799999999999,United Kingdom,1,355.03999999999996,United Kingdom
12310.0,92,2,1763.4399999999998,France,0,881.7199999999999,France
12311.0,91,1,470.9,United Kingdom,0,470.9,United Kingdom
12312.0,237,1,171.1,United Kingdom,1,171.1,United Kingdom
12313.0,196,2,834.72,United Kingdom,1,417.36,United Kingdom
12315.0,736,1,111.86,France,1,111.86,France
12316.0,547,1,330.88,United Kingdom,1,330.88,United Kingdom
12317.0,297,1,151.52,Netherlands,1,151.52,Netherlands
12318.0,398,1,869.4,United Kingdom,1,869.4,United Kingdom
12319.0,617,2,1629.06,United Kingdom,1,814.53,United Kingdom
12321.0,96,2,232.58,Australia,0,116.29,Australia
12324.0,244,2,229.57,United Kingdom,1,114.785,United Kingdom
12326.0,607,1,925.0,United Kingdom,1,925.0,United Kingdom
12327.0,500,1,375.32,United Kingdom,1,375.32,United Kingdom
12328.0,29,2,1298.19,United Kingdom,0,649.095,United Kingdom
12329.0,168,1,23.849999999999998,Spain,0,23.849999999999998,Other
12331.0,177,3,660.18,United Kingdom,0,220.05999999999997,United Kingdom
12332.0,213,3,535.37,United Kingdom,1,178.45666666666668,United Kingdom
12334.0,211,2,1469.46,Australia,1,734.73,Australia
12335.0,514,1,1730.52,United Kingdom,1,1730.52,United Kingdom
12336.0,230,1,765.72,United Kingdom,1,765.72,United Kingdom
12337.0,75,2,3450.54,United Kingdom,0,1725.27,United Kingdom
12341.0,350,1,1576.1699999999998,United Kingdom,1,1576.1699999999998,United Kingdom
12342.0,367,1,361.5,United Kingdom,1,361.5,United Kingdom
12344.0,348,2,2532.64,France,1,1266.32,France
12345.0,281,2,1185.51,United Kingdom,1,592.755,United Kingdom
12346.0,448,1,1297.4099999999999,United Kingdom,1,1297.4099999999999,United Kingdom
12347.0,598,1,80.4,United Kingdom,1,80.4,United Kingdom
12349.0,49,1,1244.31,United Kingdom,0,1244.31,United Kingdom
12351.0,250,1,278.08000000000004,France,1,278.08000000000004,France
12352.0,59,1,40.14,United Kingdom,0,40.14,United Kingdom
12353.0,116,1,229.68,United Kingdom,0,229.68,United Kingdom
12357.0,238,3,708.35,United Kingdom,1,236.11666666666667,United Kingdom
12359.0,179,1,1454.53,United Kingdom,0,1454.53,United Kingdom
12360.0,374,2,479.18,Netherlands,1,239.59,Netherlands
12361.0,66,1,712.9399999999999,United Kingdom,0,712.9399999999999,United Kingdom
12362.0,718,1,54.54,Australia,1,54.54,Australia
12365.0,477,2,1511.5100000000002,United Kingdom,1,755.7550000000001,United Kingdom
12366.0,182,1,1073.8,United Kingdom,1,1073.8,United Kingdom
12367.0,46,3,2355.79,United Kingdom,0,785.2633333333333,United Kingdom
12368.0,52,1,879.9,United Kingdom,0,879.9,United Kingdom
12369.0,345,1,625.66,Australia,1,625.66,Australia
12370.0,333,1,1777.8600000000001,United Kingdom,1,1777.8600000000001,United Kingdom
12372.0,107,1,707.05,United Kingdom,0,707.05,United Kingdom
12373.0,256,2,833.45,France,1,416.725,France
12376.0,124,2,1390.46,Australia,0,695.23,Australia
12378.0,407,2,646.2900000000001,France,1,323.14500000000004,France
12379.0,293,2,2149.54,United Kingdom,1,1074.77,United Kingdom
12380.0,127,3,307.95,United Kingdom,0,102.64999999999999,United Kingdom
12381.0,56,1,474.21,United Kingdom,0,474.21,United Kingdom
12382.0,63,2,875.34,France,0,437.67,France
12383.0,183,2,211.25,Germany,1,105.625,Germany
12387.0,95,2,1862.8200000000002,Germany,0,931.4100000000001,Germany
12388.0,470,2,928.32,United Kingdom,1,464.16,United Kingdom
12389.0,303,1,816.5999999999999,United Kingdom,1,816.5999999999999,United Kingdom
12392.0,714,1,392.64,Germany,1,392.64,Germany
12393.0,239,2,1458.6,Germany,1,729.3,Germany
12394.0,15,1,471.24,France,0,471.24,France
12395.0,384,1,882.5699999999999,United Kingdom,1,882.5699999999999,United Kingdom
12396.0,417,1,522.5,United Kingdom,1,522.5,United Kingdom
12397.0,584,1,1108.52,United Kingdom,1,1108.52,United Kingdom
12398.0,128,1,126.9,United Kingdom,0,126.9,United Kingdom
12399.0,6,1,249.92,United Kingdom,0,249.92,United Kingdom
12401.0,36,2,2809.65,Germany,0,1404.825,Germany
12402.0,736,1,517.14,United Kingdom,1,517.14,United Kingdom
12403.0,307,2,1652.6800000000003,United Kingdom,1,826.3400000000001,United Kingdom
12405.0,26,2,1560.5,Australia,0,780.25,Australia
12408.0,56,3,3515.49,United Kingdom,0,1171.83,United Kingdom
12409.0,549,1,14.3,United Kingdom,1,14.3,United Kingdom
12410.0,362,2,318.15999999999997,Germany,1,159.07999999999998,Germany
12411.0,629,2,792.45,United Kingdom,1,396.225,United Kingdom
12413.0,264,1,181.73,United Kingdom,1,181.73,United Kingdom
12414.0,430,2,318.12,United Kingdom,1,159.06,United Kingdom
12415.0,696,1,404.19,United Kingdom,1,404.19,United Kingdom
12416.0,13,2,1099.3899999999999,United Kingdom,0,549.6949999999999,United Kingdom
12418.0,522,2,1678.31,France,1,839.155,France
12419.0,84,1,134.56,United Kingdom,0,134.56,United Kingdom
12420.0,619,2,2119.02,United Kingdom,1,1059.51,United Kingdom
12422.0,558,1,1285.92,United Kingdom,1,1285.92,United Kingdom
12424.0,64,2,1681.04,Australia,0,840.52,Australia
12425.0,72,1,20.0,United Kingdom,0,20.0,United Kingdom
12426.0,519,1,14.82,United Kingdom,1,14.82,United Kingdom
12427.0,293,1,728.91,United Kingdom,1,728.91,United Kingdom
12428.0,459,1,32.1,France,1,32.1,France
12430.0,588,1,135.45,United Kingdom,1,135.45,United Kingdom
12431.0,377,2,2858.1,France,1,1429.05,France
12432.0,695,1,1206.15,Netherlands,1,1206.15,Netherlands
12434.0,271,3,3051.4399999999996,United Kingdom,1,1017.1466666666665,United Kingdom
12435.0,240,1,23.42,United Kingdom,1,23.42,United Kingdom
12436.0,276,2,3060.0899999999997,United Kingdom,1,1530.0449999999998,United Kingdom
12437.0,101,3,1734.19,France,0,578.0633333333334,France
12438.0,49,2,700.1999999999999,United Kingdom,0,350.09999999999997,United Kingdom
12440.0,661,1,439.20000000000005,Germany,1,439.20000000000005,Germany
12441.0,469,1,32.550000000000004,United Kingdom,1,32.550000000000004,United Kingdom
12442.0,19,2,1491.44,United Kingdom,0,745.72,United Kingdom
12443.0,86,3,2190.2400000000002,United Kingdom,0,730.08,United Kingdom
12444.0,372,1,33.4,United Kingdom,1,33.4,United Kingdom
12445.0,134,3,1265.4699999999998,United Kingdom,0,421.82333333333327,United Kingdom
12447.0,282,1,428.72,Germany,1,428.72,Germany
12449.0,291,3,2529.3,United Kingdom,1,843.1,United Kingdom
12450.0,2,1,94.32,United Kingdom,0,94.32,United Kingdom
12451.0,143,1,101.86,United Kingdom,0,101.86,United Kingdom
12452.0,145,3,1317.99,United Kingdom,0,439.33,United Kingdom
12453.0,360,2,1476.9,Netherlands,1,738.45,Netherlands
12455.0,36,2,2412.58,Netherlands,0,1206.29,Netherlands
12457.0,337,2,1217.54,United Kingdom,1,608.77,United Kingdom
12458.0,298,2,2217.61,United Kingdom,1,1108.805,United Kingdom
12459.0,102,5,3881.5199999999995,United Kingdom,0,776.3039999999999,United Kingdom
12460.0,13,4,1475.8799999999999,Germany,0,368.96999999999997,Germany
12462.0,224,2,2865.2400000000002,France,1,1432.6200000000001,France
12463.0,176,2,528.25,France,0,264.125,France
12464.0,447,2,1329.4899999999998,United Kingdom,1,664.7449999999999,United Kingdom
12466.0,119,1,287.55,United Kingdom,0,287.55,United Kingdom
12467.0,214,1,641.28,United Kingdom,1,641.28,United Kingdom
12468.0,440,3,2092.23,United Kingdom,1,697.41,United Kingdom
12469.0,190,1,1206.32,United Kingdom,1,1206.32,United Kingdom
12470.0,505,1,348.5,United Kingdom,1,348.5,United Kingdom
12471.0,79,1,375.54,Netherlands,0,375.54,Netherlands
12472.0,156,4,5197.3,United Kingdom,0,1299.325,United Kingdom
12473.0,343,2,687.77,Germany,1,343.885,Germany
12474.0,210,3,1391.74,United Kingdom,1,463.91333333333336,United Kingdom
12475.0,130,1,482.79,Germany,0,482.79,Germany
12477.0,511,1,87.08,United Kingdom,1,87.08,United Kingdom
12478.0,60,2,2376.1499999999996,United Kingdom,0,1188.0749999999998,United Kingdom
12479.0,148,2,282.44,Germany,0,141.22,Germany
12480.0,588,1,79.8,United Kingdom,1,79.8,United Kingdom
12482.0,674,1,2080.8,United Kingdom,1,2080.8,United Kingdom
12484.0,386,2,723.03,United Kingdom,1,361.515,United Kingdom
12487.0,283,2,305.19,United Kingdom,1,152.595,United Kingdom
12488.0,294,1,2110.92,United Kingdom,1,2110.92,United Kingdom
12489.0,557,1,101.97,United Kingdom,1,101.97,United Kingdom
12490.0,100,4,2666.2200000000003,Germany,0,666.5550000000001,Germany
12494.0,542,1,1008.6,Netherlands,1,1008.6,Netherlands
12495.0,108,2,2136.65,United Kingdom,0,1068.325,United Kingdom
12496.0,441,4,895.84,United Kingdom,1,223.96,United Kingdom
12497.0,142,2,1271.78,United Kingdom,0,635.89,United Kingdom
12499.0,297,1,464.04,United Kingdom,1,464.04,United Kingdom
12502.0,705,1,176.86,United Kingdom,1,176.86,United Kingdom
12503.0,232,3,808.34,United Kingdom,1,269.44666666666666,United Kingdom
12504.0,87,1,244.79999999999998,United Kingdom,0,244.79999999999998,United Kingdom
12505.0,286,1,199.8,Netherlands,1,199.8,Netherlands
12506.0,20,2,414.41999999999996,United Kingdom,0,207.20999999999998,United Kingdom
12507.0,13,1,777.96,United Kingdom,0,777.96,United Kingdom
12508.0,665,1,56.0,United Kingdom,1,56.0,United Kingdom
12509.0,298,1,141.29,United Kingdom,1,141.29,United Kingdom
12510.0,70,2,906.6999999999999,United Kingdom,0,453.34999999999997,United Kingdom
12513.0,44,1,6.36,United Kingdom,0,6.36,United Kingdom
12514.0,498,1,114.84,United Kingdom,1,114.84,United Kingdom
12515.0,184,2,966.0,France,1,483.0,France
12516.0,533,2,1406.8700000000001,United Kingdom,1,703.4350000000001,United Kingdom
12517.0,687,3,2051.64,United Kingdom,1,683.88,United Kingdom
12519.0,42,1,1690.71,United Kingdom,0,1690.71,United Kingdom
12522.0,45,2,635.67,United Kingdom,0,317.835,United Kingdom
12523.0,57,2,324.38,Spain,0,162.19,Other
12524.0,186,2,1543.84,Netherlands,1,771.92,Netherlands
12529.0,45,3,2138.6600000000003,United Kingdom,0,712.8866666666668,United Kingdom
12531.0,245,3,2874.85,United Kingdom,1,958.2833333333333,United Kingdom
12533.0,74,3,2344.59,United Kingdom,0,781.5300000000001,United Kingdom
12534.0,185,1,196.46,United Kingdom,1,196.46,United Kingdom
12535.0,585,2,1374.85,United Kingdom,1,687.425,United Kingdom
12536.0,381,1,155.43,United Kingdom,1,155.43,United Kingdom
12537.0,34,3,2169.12,United Kingdom,0,723.04,United Kingdom
12538.0,159,3,2602.38,United Kingdom,0,867.46,United Kingdom
12539.0,210,1,888.88,Netherlands,1,888.88,Netherlands
12540.0,382,2,595.0799999999999,United Kingdom,1,297.53999999999996,United Kingdom
12541.0,126,2,937.8,Netherlands,0,468.9,Netherlands
12542.0,72,3,428.88,United Kingdom,0,142.96,United Kingdom
12543.0,358,2,2108.82,Germany,1,1054.41,Germany
12544.0,549,1,73.03,United Kingdom,1,73.03,United Kingdom
12545.0,78,2,930.7,United Kingdom,0,465.35,United Kingdom
12548.0,585,1,349.85999999999996,United Kingdom,1,349.85999999999996,United Kingdom
12549.0,87,1,518.76,Australia,0,518.76,Australia
12551.0,4,1,1544.7,United Kingdom,0,1544.7,United Kingdom
12552.0,318,1,1202.3999999999999,United Kingdom,1,1202.3999999999999,United Kingdom
12553.0,322,2,680.1300000000001,United Kingdom,1,340.06500000000005,United Kingdom
12554.0,27,2,919.3800000000001,France,0,459.69000000000005,France
12555.0,235,3,3771.4700000000003,United Kingdom,1,1257.1566666666668,United Kingdom
12556.0,503,1,631.95,United Kingdom,1,631.95,United Kingdom
12557.0,32,2,1045.89,France,0,522.945,France
12558.0,590,1,127.68,United Kingdom,1,127.68,United Kingdom
12559.0,240,3,1926.8500000000004,United Kingdom,1,642.2833333333334,United Kingdom
12560.0,184,3,1032.62,United Kingdom,1,344.20666666666665,United Kingdom
12561.0,232,2,2333.0099999999998,United Kingdom,1,1166.5049999999999,United Kingdom
12564.0,125,2,2281.26,France,0,1140.63,France
